s,"tamp,datetime,","humidity,t",emperature
"""","1497847194"",""",19/06/2017,"4:39:54"",""68.6"",""14.2"""
"""","1497847195"",""",19/06/2017,"4:39:55"",""68.6"",""14.2"""
"""","1497847196"",""",19/06/2017,"4:39:56"",""68.6"",""14.2"""
"""","1497847197"",""",19/06/2017,"4:39:57"",""68.6"",""14.2"""
"""","1497847198"",""",19/06/2017,"4:39:58"",""68.6"",""14.2"""
"""","1497847199"",""",19/06/2017,"4:39:59"",""68.6"",""14.2"""
"""","1497847200"",""",19/06/2017,"4:40:0"",""68.6"",""14.2"""
"""","1497847201"",""",19/06/2017,"4:40:1"",""68.6"",""14.2"""
"""","1497847202"",""",19/06/2017,"4:40:2"",""68.5"",""14.1"""
"""","1497847203"",""",19/06/2017,"4:40:3"",""68.5"",""14.1"""
"""","1497847204"",""",19/06/2017,"4:40:4"",""68.5"",""14.1"""
"""","1497847205"",""",19/06/2017,"4:40:5"",""68.5"",""14.1"""
"""","1497847206"",""",19/06/2017,"4:40:6"",""68.5"",""14.1"""
"""","1497847207"",""",19/06/2017,"4:40:7"",""68.5"",""14.1"""
"""","1497847208"",""",19/06/2017,"4:40:8"",""68.5"",""14.1"""
"""","1497847209"",""",19/06/2017,"4:40:9"",""68.5"",""14.1"""
"""","1497847210"",""",19/06/2017,"4:40:10"",""68.5"",""14.1"""
"""","1497847211"",""",19/06/2017,"4:40:11"",""68.5"",""14.1"""
"""","1497847212"",""",19/06/2017,"4:40:12"",""68.5"",""14.1"""
"""","1497847213"",""",19/06/2017,"4:40:13"",""68.5"",""14.1"""
"""","1497847214"",""",19/06/2017,"4:40:14"",""68.5"",""14.1"""
"""","1497847215"",""",19/06/2017,"4:40:15"",""68.5"",""14.1"""
"""","1497847216"",""",19/06/2017,"4:40:16"",""68.5"",""14.1"""
"""","1497847217"",""",19/06/2017,"4:40:17"",""68.5"",""14.1"""
"""","1497847218"",""",19/06/2017,"4:40:18"",""68.5"",""14.1"""
"""","1497847219"",""",19/06/2017,"4:40:19"",""68.5"",""14.1"""
"""","1497847220"",""",19/06/2017,"4:40:20"",""68.5"",""14.1"""
"""","1497847221"",""",19/06/2017,"4:40:21"",""68.5"",""14.1"""
"""","1497847222"",""",19/06/2017,"4:40:22"",""68.5"",""14.1"""
"""","1497847223"",""",19/06/2017,"4:40:23"",""68.5"",""14.1"""
"""","1497847224"",""",19/06/2017,"4:40:24"",""68.5"",""14.1"""
"""","1497847225"",""",19/06/2017,"4:40:25"",""68.5"",""14.1"""
"""","1497847226"",""",19/06/2017,"4:40:26"",""68.5"",""14.1"""
"""","1497847227"",""",19/06/2017,"4:40:27"",""68.5"",""14.1"""
"""","1497847228"",""",19/06/2017,"4:40:28"",""68.5"",""14.1"""
"""","1497847229"",""",19/06/2017,"4:40:29"",""68.5"",""14.1"""
"""","1497847230"",""",19/06/2017,"4:40:30"",""68.5"",""14.1"""
"""","1497847231"",""",19/06/2017,"4:40:31"",""68.5"",""14.1"""
"""","1497847232"",""",19/06/2017,"4:40:32"",""68.5"",""14.1"""
"""","1497847233"",""",19/06/2017,"4:40:33"",""68.5"",""14.1"""
"""","1497847234"",""",19/06/2017,"4:40:34"",""68.5"",""14.1"""
"""","1497847235"",""",19/06/2017,"4:40:35"",""68.5"",""14.1"""
"""","1497847236"",""",19/06/2017,"4:40:36"",""68.5"",""14.1"""
"""","1497847237"",""",19/06/2017,"4:40:37"",""68.5"",""14.1"""
"""","1497847238"",""",19/06/2017,"4:40:38"",""68.5"",""14.1"""
"""","1497847239"",""",19/06/2017,"4:40:39"",""68.5"",""14.1"""
"""","1497847240"",""",19/06/2017,"4:40:40"",""68.5"",""14.1"""
"""","1497847241"",""",19/06/2017,"4:40:41"",""68.5"",""14.1"""
"""","1497847242"",""",19/06/2017,"4:40:42"",""68.5"",""14.1"""
"""","1497847243"",""",19/06/2017,"4:40:43"",""68.5"",""14.1"""
"""","1497847244"",""",19/06/2017,"4:40:44"",""68.5"",""14.1"""
"""","1497847245"",""",19/06/2017,"4:40:45"",""68.5"",""14.1"""
"""","1497847246"",""",19/06/2017,"4:40:46"",""68.5"",""14.1"""
"""","1497847247"",""",19/06/2017,"4:40:47"",""68.5"",""14.1"""
"""","1497847248"",""",19/06/2017,"4:40:48"",""68.5"",""14.1"""
"""","1497847249"",""",19/06/2017,"4:40:49"",""68.5"",""14.1"""
"""","1497847250"",""",19/06/2017,"4:40:50"",""68.5"",""14.1"""
"""","1497847251"",""",19/06/2017,"4:40:51"",""68.5"",""14.1"""
"""","1497847252"",""",19/06/2017,"4:40:52"",""68.5"",""14.1"""
"""","1497847253"",""",19/06/2017,"4:40:53"",""68.5"",""14.1"""
"""","1497847254"",""",19/06/2017,"4:40:54"",""68.5"",""14.1"""
"""","1497847255"",""",19/06/2017,"4:40:55"",""68.5"",""14.1"""
"""","1497847256"",""",19/06/2017,"4:40:56"",""68.5"",""14.1"""
"""","1497847257"",""",19/06/2017,"4:40:57"",""68.5"",""14.1"""
"""","1497847258"",""",19/06/2017,"4:40:58"",""68.5"",""14.1"""
"""","1497847259"",""",19/06/2017,"4:40:59"",""68.5"",""14.1"""
"""","1497847260"",""",19/06/2017,"4:41:0"",""68.5"",""14.1"""
"""","1497847261"",""",19/06/2017,"4:41:1"",""68.5"",""14.1"""
"""","1497847262"",""",19/06/2017,"4:41:2"",""68.5"",""14.1"""
"""","1497847263"",""",19/06/2017,"4:41:3"",""68.5"",""14.1"""
"""","1497847264"",""",19/06/2017,"4:41:4"",""68.5"",""14.1"""
"""","1497847265"",""",19/06/2017,"4:41:5"",""68.5"",""14.1"""
"""","1497847266"",""",19/06/2017,"4:41:6"",""68.5"",""14.1"""
"""","1497847267"",""",19/06/2017,"4:41:7"",""68.5"",""14.1"""
"""","1497847268"",""",19/06/2017,"4:41:8"",""68.5"",""14.1"""
"""","1497847269"",""",19/06/2017,"4:41:9"",""68.5"",""14.1"""
"""","1497847270"",""",19/06/2017,"4:41:10"",""68.5"",""14.1"""
"""","1497847271"",""",19/06/2017,"4:41:11"",""68.5"",""14.1"""
"""","1497847272"",""",19/06/2017,"4:41:12"",""68.5"",""14.1"""
"""","1497847273"",""",19/06/2017,"4:41:13"",""68.5"",""14.1"""
"""","1497847274"",""",19/06/2017,"4:41:14"",""68.5"",""14.1"""
"""","1497847275"",""",19/06/2017,"4:41:15"",""68.5"",""14.1"""
"""","1497847276"",""",19/06/2017,"4:41:16"",""68.5"",""14.1"""
"""","1497847277"",""",19/06/2017,"4:41:17"",""68.5"",""14.1"""
"""","1497847278"",""",19/06/2017,"4:41:18"",""68.5"",""14.1"""
"""","1497847279"",""",19/06/2017,"4:41:19"",""68.5"",""14.1"""
"""","1497847280"",""",19/06/2017,"4:41:20"",""68.5"",""14.1"""
"""","1497847281"",""",19/06/2017,"4:41:21"",""68.5"",""14.1"""
"""","1497847282"",""",19/06/2017,"4:41:22"",""68.5"",""14.1"""
"""","1497847283"",""",19/06/2017,"4:41:23"",""68.5"",""14.1"""
"""","1497847284"",""",19/06/2017,"4:41:24"",""68.5"",""14.1"""
"""","1497847285"",""",19/06/2017,"4:41:25"",""68.5"",""14.1"""
"""","1497847286"",""",19/06/2017,"4:41:26"",""68.5"",""14.1"""
"""","1497847287"",""",19/06/2017,"4:41:27"",""68.5"",""14.1"""
"""","1497847288"",""",19/06/2017,"4:41:28"",""68.5"",""14.1"""
"""","1497847289"",""",19/06/2017,"4:41:29"",""68.5"",""14.1"""
"""","1497847290"",""",19/06/2017,"4:41:30"",""68.5"",""14.1"""
"""","1497847291"",""",19/06/2017,"4:41:31"",""68.5"",""14.1"""
"""","1497847292"",""",19/06/2017,"4:41:32"",""68.5"",""14.1"""
"""","1497847293"",""",19/06/2017,"4:41:33"",""68.5"",""14.1"""
"""","1497847294"",""",19/06/2017,"4:41:34"",""68.5"",""14.1"""
"""","1497847295"",""",19/06/2017,"4:41:35"",""68.5"",""14.1"""
"""","1497847296"",""",19/06/2017,"4:41:36"",""68.5"",""14.1"""
"""","1497847297"",""",19/06/2017,"4:41:37"",""68.5"",""14.1"""
"""","1497847298"",""",19/06/2017,"4:41:38"",""68.5"",""14.1"""
"""","1497847299"",""",19/06/2017,"4:41:39"",""68.5"",""14.1"""
"""","1497847300"",""",19/06/2017,"4:41:40"",""68.5"",""14.1"""
"""","1497847301"",""",19/06/2017,"4:41:41"",""68.5"",""14.1"""
"""","1497847303"",""",19/06/2017,"4:41:43"",""68.5"",""14.1"""
"""","1497847303"",""",19/06/2017,"4:41:43"",""68.5"",""14.1"""
"""","1497847304"",""",19/06/2017,"4:41:44"",""68.5"",""14.1"""
"""","1497847305"",""",19/06/2017,"4:41:45"",""68.5"",""14.1"""
"""","1497847307"",""",19/06/2017,"4:41:47"",""68.5"",""14.1"""
"""","1497847308"",""",19/06/2017,"4:41:48"",""68.5"",""14.1"""
"""","1497847309"",""",19/06/2017,"4:41:49"",""68.5"",""14.1"""
"""","1497847310"",""",19/06/2017,"4:41:50"",""68.5"",""14.1"""
"""","1497847311"",""",19/06/2017,"4:41:51"",""68.5"",""14.1"""
"""","1497847312"",""",19/06/2017,"4:41:52"",""68.5"",""14.1"""
"""","1497847313"",""",19/06/2017,"4:41:53"",""68.5"",""14.1"""
"""","1497847314"",""",19/06/2017,"4:41:54"",""68.5"",""14.1"""
"""","1497847315"",""",19/06/2017,"4:41:55"",""68.5"",""14.1"""
"""","1497847316"",""",19/06/2017,"4:41:56"",""68.5"",""14.1"""
"""","1497847317"",""",19/06/2017,"4:41:57"",""68.5"",""14.1"""
"""","1497847318"",""",19/06/2017,"4:41:58"",""68.5"",""14.1"""
"""","1497847319"",""",19/06/2017,"4:41:59"",""68.5"",""14.1"""
"""","1497847320"",""",19/06/2017,"4:42:0"",""68.5"",""14.1"""
"""","1497847321"",""",19/06/2017,"4:42:1"",""68.5"",""14.1"""
"""","1497847322"",""",19/06/2017,"4:42:2"",""68.5"",""14.1"""
"""","1497847323"",""",19/06/2017,"4:42:3"",""68.5"",""14.1"""
"""","1497847324"",""",19/06/2017,"4:42:4"",""68.5"",""14.1"""
"""","1497847325"",""",19/06/2017,"4:42:5"",""68.5"",""14.1"""
"""","1497847326"",""",19/06/2017,"4:42:6"",""68.5"",""14.1"""
"""","1497847327"",""",19/06/2017,"4:42:7"",""68.5"",""14.1"""
"""","1497847328"",""",19/06/2017,"4:42:8"",""68.5"",""14.1"""
"""","1497847329"",""",19/06/2017,"4:42:9"",""68.5"",""14.1"""
"""","1497847330"",""",19/06/2017,"4:42:10"",""68.5"",""14.1"""
"""","1497847331"",""",19/06/2017,"4:42:11"",""68.5"",""14.1"""
"""","1497847332"",""",19/06/2017,"4:42:12"",""68.5"",""14.1"""
"""","1497847333"",""",19/06/2017,"4:42:13"",""68.5"",""14.1"""
"""","1497847334"",""",19/06/2017,"4:42:14"",""68.5"",""14.1"""
"""","1497847335"",""",19/06/2017,"4:42:15"",""68.5"",""14.1"""
"""","1497847336"",""",19/06/2017,"4:42:16"",""68.5"",""14.1"""
"""","1497847337"",""",19/06/2017,"4:42:17"",""68.5"",""14.1"""
"""","1497847338"",""",19/06/2017,"4:42:18"",""68.5"",""14.1"""
"""","1497847339"",""",19/06/2017,"4:42:19"",""68.5"",""14.1"""
"""","1497847340"",""",19/06/2017,"4:42:20"",""68.5"",""14.1"""
"""","1497847341"",""",19/06/2017,"4:42:21"",""68.5"",""14.1"""
"""","1497847342"",""",19/06/2017,"4:42:22"",""68.5"",""14.1"""
"""","1497847343"",""",19/06/2017,"4:42:23"",""68.5"",""14.1"""
"""","1497847344"",""",19/06/2017,"4:42:24"",""68.5"",""14.1"""
"""","1497847345"",""",19/06/2017,"4:42:25"",""68.5"",""14.1"""
"""","1497847346"",""",19/06/2017,"4:42:26"",""68.5"",""14.1"""
"""","1497847347"",""",19/06/2017,"4:42:27"",""68.5"",""14.1"""
"""","1497847348"",""",19/06/2017,"4:42:28"",""68.5"",""14.1"""
"""","1497847349"",""",19/06/2017,"4:42:29"",""68.5"",""14.1"""
"""","1497847350"",""",19/06/2017,"4:42:30"",""68.4"",""14.1"""
"""","1497847351"",""",19/06/2017,"4:42:31"",""68.4"",""14.1"""
"""","1497847352"",""",19/06/2017,"4:42:32"",""68.4"",""14.1"""
"""","1497847353"",""",19/06/2017,"4:42:33"",""68.4"",""14.1"""
"""","1497847354"",""",19/06/2017,"4:42:34"",""68.4"",""14.1"""
"""","1497847355"",""",19/06/2017,"4:42:35"",""68.4"",""14.1"""
"""","1497847356"",""",19/06/2017,"4:42:36"",""68.4"",""14.1"""
"""","1497847357"",""",19/06/2017,"4:42:37"",""68.4"",""14.1"""
"""","1497847358"",""",19/06/2017,"4:42:38"",""68.4"",""14.1"""
"""","1497847359"",""",19/06/2017,"4:42:39"",""68.4"",""14.1"""
"""","1497847360"",""",19/06/2017,"4:42:40"",""68.5"",""14.1"""
"""","1497847361"",""",19/06/2017,"4:42:41"",""68.5"",""14.1"""
"""","1497847362"",""",19/06/2017,"4:42:42"",""68.5"",""14.1"""
"""","1497847363"",""",19/06/2017,"4:42:43"",""68.5"",""14.1"""
"""","1497847364"",""",19/06/2017,"4:42:44"",""68.5"",""14.2"""
"""","1497847365"",""",19/06/2017,"4:42:45"",""68.5"",""14.2"""
"""","1497847366"",""",19/06/2017,"4:42:46"",""68.5"",""14.2"""
"""","1497847367"",""",19/06/2017,"4:42:47"",""68.5"",""14.1"""
"""","1497847368"",""",19/06/2017,"4:42:48"",""68.5"",""14.1"""
"""","1497847369"",""",19/06/2017,"4:42:49"",""68.5"",""14.1"""
"""","1497847370"",""",19/06/2017,"4:42:50"",""68.5"",""14.1"""
"""","1497847371"",""",19/06/2017,"4:42:51"",""68.5"",""14.1"""
"""","1497847372"",""",19/06/2017,"4:42:52"",""68.5"",""14.1"""
"""","1497847373"",""",19/06/2017,"4:42:53"",""68.5"",""14.1"""
"""","1497847374"",""",19/06/2017,"4:42:54"",""68.5"",""14.1"""
"""","1497847375"",""",19/06/2017,"4:42:55"",""68.5"",""14.1"""
"""","1497847376"",""",19/06/2017,"4:42:56"",""68.4"",""14.1"""
"""","1497847377"",""",19/06/2017,"4:42:57"",""68.4"",""14.1"""
"""","1497847378"",""",19/06/2017,"4:42:58"",""68.4"",""14.1"""
"""","1497847379"",""",19/06/2017,"4:42:59"",""68.4"",""14.1"""
"""","1497847380"",""",19/06/2017,"4:43:0"",""68.4"",""14.1"""
"""","1497847381"",""",19/06/2017,"4:43:1"",""68.4"",""14.1"""
"""","1497847382"",""",19/06/2017,"4:43:2"",""68.4"",""14.1"""
"""","1497847383"",""",19/06/2017,"4:43:3"",""68.4"",""14.1"""
"""","1497847384"",""",19/06/2017,"4:43:4"",""68.4"",""14.1"""
"""","1497847385"",""",19/06/2017,"4:43:5"",""68.4"",""14.1"""
"""","1497847386"",""",19/06/2017,"4:43:6"",""68.4"",""14.1"""
"""","1497847387"",""",19/06/2017,"4:43:7"",""68.4"",""14.1"""
"""","1497847388"",""",19/06/2017,"4:43:8"",""68.4"",""14.1"""
"""","1497847389"",""",19/06/2017,"4:43:9"",""68.4"",""14.1"""
"""","1497847390"",""",19/06/2017,"4:43:10"",""68.5"",""14.1"""
"""","1497847391"",""",19/06/2017,"4:43:11"",""68.5"",""14.1"""
"""","1497847392"",""",19/06/2017,"4:43:12"",""68.5"",""14.1"""
"""","1497847393"",""",19/06/2017,"4:43:13"",""68.5"",""14.1"""
"""","1497847394"",""",19/06/2017,"4:43:14"",""68.5"",""14.1"""
"""","1497847395"",""",19/06/2017,"4:43:15"",""68.5"",""14.1"""
"""","1497847396"",""",19/06/2017,"4:43:16"",""68.5"",""14.1"""
"""","1497847397"",""",19/06/2017,"4:43:17"",""68.5"",""14.1"""
"""","1497847398"",""",19/06/2017,"4:43:18"",""68.5"",""14.1"""
"""","1497847399"",""",19/06/2017,"4:43:19"",""68.5"",""14.1"""
"""","1497847400"",""",19/06/2017,"4:43:20"",""68.5"",""14.1"""
"""","1497847401"",""",19/06/2017,"4:43:21"",""68.4"",""14.1"""
"""","1497847402"",""",19/06/2017,"4:43:22"",""68.4"",""14.1"""
"""","1497847403"",""",19/06/2017,"4:43:23"",""68.4"",""14.1"""
"""","1497847404"",""",19/06/2017,"4:43:24"",""68.4"",""14.1"""
"""","1497847405"",""",19/06/2017,"4:43:25"",""68.4"",""14.1"""
"""","1497847406"",""",19/06/2017,"4:43:26"",""68.4"",""14.1"""
"""","1497847407"",""",19/06/2017,"4:43:27"",""68.4"",""14.1"""
"""","1497847408"",""",19/06/2017,"4:43:28"",""68.4"",""14.1"""
"""","1497847409"",""",19/06/2017,"4:43:29"",""68.4"",""14.1"""
"""","1497847410"",""",19/06/2017,"4:43:30"",""68.5"",""14.1"""
"""","1497847411"",""",19/06/2017,"4:43:31"",""68.5"",""14.1"""
"""","1497847412"",""",19/06/2017,"4:43:32"",""68.5"",""14.1"""
"""","1497847413"",""",19/06/2017,"4:43:33"",""68.5"",""14.1"""
"""","1497847414"",""",19/06/2017,"4:43:34"",""68.5"",""14.1"""
"""","1497847415"",""",19/06/2017,"4:43:35"",""68.5"",""14.1"""
"""","1497847416"",""",19/06/2017,"4:43:36"",""68.5"",""14.1"""
"""","1497847417"",""",19/06/2017,"4:43:37"",""68.5"",""14.1"""
"""","1497847418"",""",19/06/2017,"4:43:38"",""68.5"",""14.1"""
"""","1497847419"",""",19/06/2017,"4:43:39"",""68.5"",""14.1"""
"""","1497847420"",""",19/06/2017,"4:43:40"",""68.5"",""14.1"""
"""","1497847421"",""",19/06/2017,"4:43:41"",""68.5"",""14.1"""
"""","1497847422"",""",19/06/2017,"4:43:42"",""68.5"",""14.1"""
"""","1497847423"",""",19/06/2017,"4:43:43"",""68.5"",""14.1"""
"""","1497847424"",""",19/06/2017,"4:43:44"",""68.5"",""14.1"""
"""","1497847425"",""",19/06/2017,"4:43:45"",""68.5"",""14.1"""
"""","1497847426"",""",19/06/2017,"4:43:46"",""68.5"",""14.1"""
"""","1497847427"",""",19/06/2017,"4:43:47"",""68.5"",""14.1"""
"""","1497847428"",""",19/06/2017,"4:43:48"",""68.5"",""14.1"""
"""","1497847429"",""",19/06/2017,"4:43:49"",""68.5"",""14.1"""
"""","1497847430"",""",19/06/2017,"4:43:50"",""68.5"",""14.1"""
"""","1497847431"",""",19/06/2017,"4:43:51"",""68.5"",""14.1"""
"""","1497847432"",""",19/06/2017,"4:43:52"",""68.5"",""14.1"""
"""","1497847433"",""",19/06/2017,"4:43:53"",""68.5"",""14.1"""
"""","1497847434"",""",19/06/2017,"4:43:54"",""68.5"",""14.1"""
"""","1497847435"",""",19/06/2017,"4:43:55"",""68.5"",""14.1"""
"""","1497847436"",""",19/06/2017,"4:43:56"",""68.5"",""14.1"""
"""","1497847437"",""",19/06/2017,"4:43:57"",""68.5"",""14.1"""
"""","1497847438"",""",19/06/2017,"4:43:58"",""68.5"",""14.1"""
"""","1497847439"",""",19/06/2017,"4:43:59"",""68.5"",""14.1"""
"""","1497847440"",""",19/06/2017,"4:44:0"",""68.5"",""14.1"""
"""","1497847441"",""",19/06/2017,"4:44:1"",""68.5"",""14.1"""
"""","1497847442"",""",19/06/2017,"4:44:2"",""68.4"",""14.1"""
"""","1497847443"",""",19/06/2017,"4:44:3"",""68.4"",""14.1"""
"""","1497847444"",""",19/06/2017,"4:44:4"",""68.4"",""14.1"""
"""","1497847445"",""",19/06/2017,"4:44:5"",""68.4"",""14.1"""
"""","1497847446"",""",19/06/2017,"4:44:6"",""68.4"",""14.1"""
"""","1497847447"",""",19/06/2017,"4:44:7"",""68.4"",""14.1"""
"""","1497847448"",""",19/06/2017,"4:44:8"",""68.4"",""14.1"""
"""","1497847449"",""",19/06/2017,"4:44:9"",""68.4"",""14.1"""
"""","1497847450"",""",19/06/2017,"4:44:10"",""68.4"",""14.1"""
"""","1497847451"",""",19/06/2017,"4:44:11"",""68.4"",""14.1"""
"""","1497847452"",""",19/06/2017,"4:44:12"",""68.4"",""14.1"""
"""","1497847453"",""",19/06/2017,"4:44:13"",""68.4"",""14.1"""
"""","1497847454"",""",19/06/2017,"4:44:14"",""68.4"",""14.1"""
"""","1497847455"",""",19/06/2017,"4:44:15"",""68.4"",""14.1"""
"""","1497847456"",""",19/06/2017,"4:44:16"",""68.4"",""14.1"""
"""","1497847457"",""",19/06/2017,"4:44:17"",""68.4"",""14.1"""
"""","1497847458"",""",19/06/2017,"4:44:18"",""68.4"",""14.1"""
"""","1497847459"",""",19/06/2017,"4:44:19"",""68.4"",""14.1"""
"""","1497847460"",""",19/06/2017,"4:44:20"",""68.4"",""14.1"""
"""","1497847461"",""",19/06/2017,"4:44:21"",""68.4"",""14.1"""
"""","1497847462"",""",19/06/2017,"4:44:22"",""68.4"",""14.1"""
"""","1497847463"",""",19/06/2017,"4:44:23"",""68.4"",""14.1"""
"""","1497847464"",""",19/06/2017,"4:44:24"",""68.4"",""14.1"""
"""","1497847465"",""",19/06/2017,"4:44:25"",""68.4"",""14.1"""
"""","1497847466"",""",19/06/2017,"4:44:26"",""68.4"",""14.1"""
"""","1497847467"",""",19/06/2017,"4:44:27"",""68.4"",""14.1"""
"""","1497847468"",""",19/06/2017,"4:44:28"",""68.4"",""14.1"""
"""","1497847469"",""",19/06/2017,"4:44:29"",""68.4"",""14.1"""
"""","1497847470"",""",19/06/2017,"4:44:30"",""68.4"",""14.1"""
"""","1497847471"",""",19/06/2017,"4:44:31"",""68.4"",""14.1"""
"""","1497847472"",""",19/06/2017,"4:44:32"",""68.4"",""14.1"""
"""","1497847473"",""",19/06/2017,"4:44:33"",""68.4"",""14.1"""
"""","1497847474"",""",19/06/2017,"4:44:34"",""68.4"",""14.1"""
"""","1497847475"",""",19/06/2017,"4:44:35"",""68.4"",""14.1"""
"""","1497847476"",""",19/06/2017,"4:44:36"",""68.4"",""14.1"""
"""","1497847477"",""",19/06/2017,"4:44:37"",""68.4"",""14.1"""
"""","1497847478"",""",19/06/2017,"4:44:38"",""68.4"",""14.1"""
"""","1497847479"",""",19/06/2017,"4:44:39"",""68.4"",""14.1"""
"""","1497847480"",""",19/06/2017,"4:44:40"",""68.4"",""14.1"""
"""","1497847481"",""",19/06/2017,"4:44:41"",""68.4"",""14.1"""
"""","1497847482"",""",19/06/2017,"4:44:42"",""68.4"",""14.1"""
"""","1497847483"",""",19/06/2017,"4:44:43"",""68.4"",""14.1"""
"""","1497847484"",""",19/06/2017,"4:44:44"",""68.4"",""14.1"""
"""","1497847485"",""",19/06/2017,"4:44:45"",""68.4"",""14.1"""
"""","1497847486"",""",19/06/2017,"4:44:46"",""68.4"",""14.1"""
"""","1497847487"",""",19/06/2017,"4:44:47"",""68.4"",""14.1"""
"""","1497847488"",""",19/06/2017,"4:44:48"",""68.4"",""14.1"""
"""","1497847489"",""",19/06/2017,"4:44:49"",""68.4"",""14.1"""
"""","1497847490"",""",19/06/2017,"4:44:50"",""68.4"",""14.1"""
"""","1497847491"",""",19/06/2017,"4:44:51"",""68.4"",""14.1"""
"""","1497847492"",""",19/06/2017,"4:44:52"",""68.4"",""14.1"""
"""","1497847493"",""",19/06/2017,"4:44:53"",""68.4"",""14.1"""
"""","1497847494"",""",19/06/2017,"4:44:54"",""68.4"",""14.1"""
"""","1497847495"",""",19/06/2017,"4:44:55"",""68.4"",""14.1"""
"""","1497847496"",""",19/06/2017,"4:44:56"",""68.4"",""14.1"""
"""","1497847497"",""",19/06/2017,"4:44:57"",""68.4"",""14.1"""
"""","1497847498"",""",19/06/2017,"4:44:58"",""68.4"",""14.1"""
"""","1497847499"",""",19/06/2017,"4:44:59"",""68.4"",""14.1"""
"""","1497847500"",""",19/06/2017,"4:45:0"",""68.4"",""14.1"""
"""","1497847501"",""",19/06/2017,"4:45:1"",""68.4"",""14.1"""
"""","1497847502"",""",19/06/2017,"4:45:2"",""68.4"",""14.1"""
"""","1497847503"",""",19/06/2017,"4:45:3"",""68.4"",""14.1"""
"""","1497847504"",""",19/06/2017,"4:45:4"",""68.4"",""14.1"""
"""","1497847505"",""",19/06/2017,"4:45:5"",""68.4"",""14.1"""
"""","1497847506"",""",19/06/2017,"4:45:6"",""68.4"",""14.1"""
"""","1497847507"",""",19/06/2017,"4:45:7"",""68.4"",""14.1"""
"""","1497847508"",""",19/06/2017,"4:45:8"",""68.4"",""14.1"""
"""","1497847509"",""",19/06/2017,"4:45:9"",""68.4"",""14.1"""
"""","1497847510"",""",19/06/2017,"4:45:10"",""68.4"",""14.1"""
"""","1497847511"",""",19/06/2017,"4:45:11"",""68.4"",""14.1"""
"""","1497847512"",""",19/06/2017,"4:45:12"",""68.4"",""14.1"""
"""","1497847513"",""",19/06/2017,"4:45:13"",""68.4"",""14.1"""
"""","1497847514"",""",19/06/2017,"4:45:14"",""68.4"",""14.1"""
"""","1497847515"",""",19/06/2017,"4:45:15"",""68.4"",""14.1"""
"""","1497847516"",""",19/06/2017,"4:45:16"",""68.4"",""14.1"""
"""","1497847517"",""",19/06/2017,"4:45:17"",""68.4"",""14.1"""
"""","1497847518"",""",19/06/2017,"4:45:18"",""68.4"",""14.1"""
"""","1497847519"",""",19/06/2017,"4:45:19"",""68.4"",""14.1"""
"""","1497847520"",""",19/06/2017,"4:45:20"",""68.4"",""14.1"""
"""","1497847521"",""",19/06/2017,"4:45:21"",""68.4"",""14.1"""
"""","1497847522"",""",19/06/2017,"4:45:22"",""68.5"",""14.1"""
"""","1497847523"",""",19/06/2017,"4:45:23"",""68.5"",""14.1"""
"""","1497847524"",""",19/06/2017,"4:45:24"",""68.4"",""14.1"""
"""","1497847525"",""",19/06/2017,"4:45:25"",""68.4"",""14.1"""
"""","1497847526"",""",19/06/2017,"4:45:26"",""68.4"",""14.1"""
"""","1497847527"",""",19/06/2017,"4:45:27"",""68.5"",""14.1"""
"""","1497847528"",""",19/06/2017,"4:45:28"",""68.5"",""14.1"""
"""","1497847529"",""",19/06/2017,"4:45:29"",""68.5"",""14.1"""
"""","1497847530"",""",19/06/2017,"4:45:30"",""68.5"",""14.1"""
"""","1497847531"",""",19/06/2017,"4:45:31"",""68.5"",""14.1"""
